"id","country_id","league_id","season","stage","date","match_api_id","home_team_api_id","away_team_api_id","home_team_goal","away_team_goal","home_player_X1","home_player_X2","home_player_X3","home_player_X4","home_player_X5","home_player_X6","home_player_X7","home_player_X8","home_player_X9","home_player_X10","home_player_X11","away_player_X1","away_player_X2","away_player_X3","away_player_X4","away_player_X5","away_player_X6","away_player_X7","away_player_X8","away_player_X9","away_player_X10","away_player_X11","home_player_Y1","home_player_Y2","home_player_Y3","home_player_Y4","home_player_Y5","home_player_Y6","home_player_Y7","home_player_Y8","home_player_Y9","home_player_Y10","home_player_Y11","away_player_Y1","away_player_Y2","away_player_Y3","away_player_Y4","away_player_Y5","away_player_Y6","away_player_Y7","away_player_Y8","away_player_Y9","away_player_Y10","away_player_Y11","home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11","goal","shoton","shotoff","foulcommit","card","cross","corner","possession","B365H","B365D","B365A","BWH","BWD","BWA","IWH","IWD","IWA","LBH","LBD","LBA","PSH","PSD","PSA","WHH","WHD","WHA","SJH","SJD","SJA","VCH","VCD","VCA","GBH","GBD","GBA","BSH","BSD","BSA"
"58","1","1","2008/2009","15","2008-12-06 00:00:00","492692","9986","8203","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67","3.4","5","1.6","3.5","4.9","1.65","3.3","4.4","1.62","3.5","4.5","","","","1.65","3.4","4.5","1.7","3.5","5.25","1.65","3.5","4.5","1.67","3.4","4.6","1.67","3.4","4.75"
"59","1","1","2008/2009","15","2008-12-05 00:00:00","492693","9984","9991","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","3.3","2.88","2.25","3","3","2.2","3.1","2.8","2.38","3.2","2.6","","","","2.25","3.2","2.75","2.4","3.2","3","2.3","3.3","2.65","2.35","3.25","2.8","2.3","3.2","2.75"
"60","1","1","2008/2009","15","2008-12-07 00:00:00","492696","9994","8342","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88","3.2","2.3","3","3","2.25","2.6","3.1","2.3","2.75","3.2","2.25","","","","2.75","3.2","2.25","3.2","3.2","2.25","2.6","3.3","2.35","2.75","3.2","2.3","2.62","3.2","2.38"
"61","1","1","2008/2009","15","2008-12-06 00:00:00","492699","9999","10001","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.25","3.3","2.1","2.95","3.25","2.15","2.8","3.1","2.2","2.88","3.3","2.1","","","","3.2","3.2","2","3.4","3.25","2.15","3","3.25","2.1","2.85","3.25","2.2","3.1","3.25","2.1"
"62","1","1","2008/2009","15","2008-12-07 00:00:00","492702","8571","9987","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.25","3.25","2.1","3.35","3.2","2","3.2","3.1","2","3","3.2","2.1","","","","3","3.2","2.1","3.5","3.2","2.15","3","3.25","2.1","3.1","3.2","2.1","3.3","3.25","2"
"63","1","1","2008/2009","15","2008-12-06 00:00:00","492706","9993","9996","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","3.25","3","2.15","3.15","3.05","2.4","3.1","2.5","2.2","3.25","2.75","","","","2.2","3.25","2.75","2.38","3.2","3","2.25","3.3","2.75","2.2","3.25","2.9","2.3","3.2","2.75"
"64","1","1","2008/2009","16","2008-12-14 00:00:00","492709","8342","9985","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","3.2","2.62","2.25","3.2","2.9","2.1","3.1","3","2.25","3.25","2.7","","","","2.3","3.1","2.7","2.4","3.2","2.8","2.3","3.2","2.7","2.3","3.2","2.85","2.3","3.2","2.75"
"65","1","1","2008/2009","16","2008-12-13 00:00:00","492713","9987","9986","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53","4","6","1.55","3.55","5.65","1.55","3.5","4.8","1.5","3.5","6","","","","1.57","3.5","5","1.62","3.6","5.5","1.45","3.6","6.5","1.6","3.5","5.25","1.57","3.6","5"
"66","1","1","2008/2009","16","2008-12-13 00:00:00","492717","10000","9996","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05","3.3","3.6","2.1","3.2","3.2","2.1","3.1","3","2","3.2","3.2","","","","2.1","3.25","2.9","2.1","3.25","3.25","1.95","3.25","3.4","2.05","3.25","3.3","2.1","3.25","3.1"
"67","1","1","2008/2009","16","2008-12-13 00:00:00","492720","9991","8571","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","4","6.5","1.45","3.65","7.15","1.45","3.8","5.4","1.57","3.25","5.5","","","","1.5","3.4","6","1.5","3.8","6.5","1.4","3.8","6.5","1.45","3.75","7","1.5","3.6","6"
"68","1","1","2008/2009","16","2008-12-13 00:00:00","492722","7947","9994","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.25","3.25","2.2","2.75","3.15","2.35","2.6","3.1","2.3","2.75","3.2","2.25","","","","2.75","3.2","2.25","2.8","3.2","2.4","2.75","3.25","2.25","2.75","3.25","2.3","2.7","3.25","2.3"
"69","1","1","2008/2009","16","2008-12-12 00:00:00","492724","8203","9993","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","3.3","2.75","2.2","3.25","2.95","2.3","3.1","2.6","2.37","3.2","2.6","","","","2.25","3.2","2.75","2.38","3.2","3","2.25","3.2","2.8","2.6","3.1","2.6","2.38","3.2","2.62"
"70","1","1","2008/2009","16","2008-12-14 00:00:00","492728","9999","8635","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","4.75","1.36","7.15","4","1.4","6","3.9","1.4","6","3.75","1.44","","","","6.5","3.6","1.44","6.5","3.8","1.5","6.5","3.8","1.4","7","4","1.4","7","4","1.4"
"71","1","1","2008/2009","16","2008-12-13 00:00:00","492734","4049","9998","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","3.25","2.5","2.4","3.2","2.65","2.3","3.1","2.6","2.37","3.2","2.6","","","","2.4","3.25","2.5","2.6","3.2","2.6","2.5","3.25","2.5","2.5","3.2","2.6","2.5","3.2","2.5"
"72","1","1","2008/2009","16","2008-12-13 00:00:00","492735","10001","9984","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05","3.3","3.6","1.95","3.05","3.7","1.9","3.2","3.4","2","3.2","3.2","","","","2","3.2","3.2","1.9","3.4","3.8","2","3.25","3.25","1.95","3.3","3.5","1.91","3.3","3.5"
"73","1","1","2008/2009","17","2008-12-19 00:00:00","492742","8635","9987","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.57","3.8","6","1.5","3.7","5.7","1.6","3.4","4.6","1.57","3.5","5","","","","1.6","3.4","4.8","1.57","3.75","6","1.6","3.4","5","1.6","3.6","5","1.57","3.6","5"
"74","1","1","2008/2009","17","2008-12-21 00:00:00","492745","9985","9991","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","4.2","6.5","1.45","3.6","7","1.5","3.7","5","1.53","3.5","5.5","","","","1.5","3.4","6","1.57","3.6","6","1.5","3.6","6","1.55","3.6","5.75","1.53","3.6","5.5"
"75","1","1","2008/2009","17","2008-12-20 00:00:00","492746","9998","10000","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25","3.25","3.25","2.4","3.2","2.7","2.3","3.1","2.6","2.4","3.25","2.5","","","","2.3","3.25","2.6","2.4","3.2","2.88","2.2","3.25","2.9","2.3","3.2","2.8","2.25","3.2","2.8"
"76","1","1","2008/2009","17","2008-12-20 00:00:00","492749","9986","7947","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61","3.75","5.5","1.6","3.5","5","1.7","3.3","4","1.62","3.25","5","","","","1.7","3.25","4.33","1.7","3.5","5","1.65","3.4","4.35","1.65","3.4","5","1.67","3.4","4.5"
"77","1","1","2008/2009","17","2008-12-20 00:00:00","492753","9984","9999","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","4.33","8.5","1.4","3.75","8","1.45","3.8","5.4","1.36","4","7","","","","1.44","3.75","6","1.44","4","7.5","1.45","3.75","6.5","1.45","3.75","7","1.44","3.75","6.5"
"78","1","1","2008/2009","17","2008-12-20 00:00:00","492757","9994","8203","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83","3.4","4.5","1.7","3.4","4.6","1.7","3.3","4","1.62","3.25","5","","","","1.73","3.25","4.2","1.73","3.4","5","1.75","3.3","4.35","1.7","3.3","4.75","1.73","3.3","4.33"
"79","1","1","2008/2009","17","2008-12-20 00:00:00","492758","9996","8342","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.25","2.4","3","3.2","2.2","2.8","3.1","2.2","2.75","3.25","2.2","","","","2.7","3.2","2.25","3","3.25","2.3","2.8","3.25","2.25","3","3.2","2.2","2.75","3.2","2.3"
"80","1","1","2008/2009","17","2008-12-21 00:00:00","492760","8571","10001","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","3.25","3.2","2.35","3.15","2.8","2.4","3.1","2.5","2.2","3.25","2.75","","","","2.4","3.2","2.5","2.5","3.2","2.75","2.4","3.2","2.65","2.4","3.2","2.7","2.4","3.2","2.62"
"81","1","1","2008/2009","17","2008-12-20 00:00:00","492763","9993","4049","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.57","3.8","6","1.6","3.55","4.9","1.65","3.4","4.2","1.67","3.4","4.33","","","","1.67","3.4","4.33","1.62","3.6","5.5","1.65","3.4","4.5","1.6","3.4","5.25","1.57","3.4","5.5"
"82","1","1","2008/2009","18","2009-01-18 00:00:00","492769","9993","9987","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","3.3","2.62","2.55","3.3","2.4","2.5","3.2","2.3","2.5","3.1","2.5","","","","2.5","3.1","2.5","2.6","3.2","2.6","2.4","3.25","2.65","2.6","3.25","2.45","2.5","3.2","2.5"
"83","1","1","2008/2009","18","2009-01-17 00:00:00","492772","9994","10000","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","3.2","3.3","2.15","3.1","3.1","1.8","3.2","3.7","1.8","3.2","4","","","","2","3.2","3.2","1.95","3.3","3.75","2.1","3.2","3.2","2","3.3","3.5","2","3.2","3.4"
"84","1","1","2008/2009","18","2009-01-16 00:00:00","492775","8635","9984","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36","4.5","9","1.3","4.5","8.25","1.37","4","7","1.33","4","8","","","","1.33","4","8","1.33","4.5","9","1.35","4.35","7.5","1.35","4.5","7.5","1.3","4.5","8.5"
"85","1","1","2008/2009","18","2009-01-17 00:00:00","492779","9998","9991","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","3.3","2.3","2.9","3.3","2.15","2.5","3.2","2.3","2.7","3.3","2.2","","","","2.6","3.25","2.3","2.8","3.25","2.38","2.8","3.2","2.3","2.9","3.25","2.25","2.62","3.2","2.38"
"86","1","1","2008/2009","18","2009-01-17 00:00:00","492781","9985","7947","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","6.5","13","1.16","6","12","1.2","5","10","1.17","5.5","12","","","","1.17","6","10","1.18","6.5","12","1.2","5.5","12","1.18","6","12","1.14","6","15"
"87","1","1","2008/2009","18","2009-01-17 00:00:00","492782","8342","8203","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45","4","6","1.45","3.6","7","1.33","4.2","8","1.36","4","7","","","","1.4","3.75","7","1.4","4","8","1.4","4.2","7","1.45","4.1","6.5","1.44","3.75","6.5"
"88","1","1","2008/2009","18","2009-01-17 00:00:00","492785","8571","9999","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67","3.5","4.75","1.65","3.45","4.6","1.7","3.3","4","1.67","3.3","4.5","","","","1.67","3.4","4.33","1.67","3.5","5","1.65","3.5","4.75","1.67","3.4","4.75","1.62","3.4","5"
"89","1","1","2008/2009","18","2009-01-17 00:00:00","492789","9996","4049","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45","3.8","6.5","1.55","3.5","5.5","1.5","3.7","5","1.53","3.5","5.5","","","","1.5","3.6","5.5","1.44","3.8","7.5","1.5","3.7","6","1.53","3.6","6","1.5","3.6","6"
"90","1","1","2008/2009","18","2009-01-18 00:00:00","492792","9986","10001","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","3.3","3.5","2.1","3.15","3.15","2.2","3.1","2.8","2.1","3.2","3","","","","2.1","3.2","3","2.1","3.2","3.4","2.2","3.1","3.1","2.15","3.2","3.1","2.2","3.2","2.88"
"91","1","1","2008/2009","19","2009-01-25 00:00:00","492798","10000","8342","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","3.25","2.4","2.75","3.2","2.3","2.9","3.2","2.1","2.75","3.25","2.2","","","","2.6","3.25","2.3","3","3.25","2.25","2.8","3.2","2.3","2.8","3.25","2.3","2.62","3.2","2.38"
"92","1","1","2008/2009","19","2009-02-18 00:00:00","492801","9991","8635","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.3","2.2","2.8","3.2","2.3","3.1","3","2.1","2.75","3.25","2.2","","","","2.75","3.2","2.25","3.25","3.25","2.15","2.8","3.25","2.2","2.85","3.25","2.3","2.75","3.25","2.3"
"93","1","1","2008/2009","19","2009-01-25 00:00:00","492804","10001","9985","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.25","2","3.4","3.35","1.95","3.3","3.3","1.9","2.75","3.25","2.2","","","","2.9","3.25","2.1","3.5","3.25","2.05","3.6","3.3","1.9","3.4","3.25","2","3.5","3.3","1.91"
"94","1","1","2008/2009","19","2009-01-24 00:00:00","492805","9987","9998","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.44","4","6.5","1.4","3.85","7.1","1.45","3.8","5.4","1.4","3.75","7","","","","1.5","3.6","5.5","1.44","4","7","1.4","4","7","1.45","3.9","6.5","1.44","3.75","6.5"
"95","1","1","2008/2009","19","2009-01-24 00:00:00","492807","9999","9986","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","3.2","2.4","2.6","3.25","2.4","2.4","3.2","2.4","2.5","3.2","2.5","","","","2.5","3.1","2.5","2.75","3.2","2.5","2.65","3.2","2.35","2.65","3.2","2.45","2.5","3.2","2.5"
"96","1","1","2008/2009","19","2009-01-24 00:00:00","492810","4049","9994","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","3.2","2.25","2.85","3.25","2.2","2.5","3.2","2.3","2.75","3.25","2.2","","","","2.8","3.25","2.2","3","3.2","2.3","2.7","3.2","2.35","2.75","3.2","2.35","2.8","3.2","2.25"
"97","1","1","2008/2009","19","2009-01-24 00:00:00","492814","8203","9996","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","3.25","2.8","2.25","3.2","2.85","2.2","3.2","2.75","2.2","3.25","2.75","","","","2.3","3.25","2.6","2.3","3.2","3","2.3","3.2","2.8","2.3","3.2","2.85","2.3","3.2","2.75"
"98","1","1","2008/2009","19","2009-01-24 00:00:00","492817","9984","8571","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.57","3.6","5.25","1.5","3.65","5.75","1.55","3.5","4.8","1.57","3.5","5","","","","1.57","3.5","5","1.57","3.75","5.5","1.55","3.5","5.5","1.57","3.5","5.5","1.53","3.6","5.5"
"99","1","1","2008/2009","19","2009-01-24 00:00:00","492819","7947","9993","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.25","2.1","2.75","3.2","2.3","2.5","3.2","2.3","2.6","3.2","2.37","","","","2.5","3.25","2.4","3","3.25","2.25","2.9","3.2","2.25","2.85","3.2","2.3","2.88","3.2","2.2"
"100","1","1","2008/2009","2","2008-10-29 00:00:00","492482","8342","10000","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.33","4.5","8","1.32","4.5","8","1.3","4.2","8","1.33","4","8","","","","1.35","4.2","7","1.4","4.5","8","1.33","4.35","8","1.4","4.25","7.5","1.4","4","7"
